titre,url_fiche,annee_sortie,id_imdb,id_moviedb_final,budget
The Lost Generation,https://www.imdb.com/title/tt9823554/?ref_=adv_li_tt,2019,tt9823554,-,-
Plan Bee,https://www.imdb.com/title/tt9766186/?ref_=adv_li_tt,2019,tt9766186,580938,0
Online Billie,https://www.imdb.com/title/tt7279030/?ref_=adv_li_tt,2019,tt7279030,640348,0
Butterflymania,https://www.imdb.com/title/tt9364572/?ref_=adv_li_tt,2019,tt9364572,713206,0
Maudit,https://www.imdb.com/title/tt11374224/?ref_=adv_li_tt,2019,tt11374224,651671,0
Les comètes,https://www.imdb.com/title/tt9717626/?ref_=adv_li_tt,2019,tt9717626,573444,0
Tout est vrai,https://www.imdb.com/title/tt11262998/?ref_=adv_li_tt,2019,tt11262998,783071,0
You Won't Remember Me,https://www.imdb.com/title/tt10417658/?ref_=adv_li_tt,2019,tt10417658,-,-
Hard Corps,https://www.imdb.com/title/tt11098182/?ref_=adv_li_tt,2019,tt11098182,-,-
Hors Saison,https://www.imdb.com/title/tt18279886/?ref_=adv_li_tt,2019,tt18279886,-,-
Entre Dos Aguas,https://www.imdb.com/title/tt14115848/?ref_=adv_li_tt,2019,tt14115848,-,-
Timelife,https://www.imdb.com/title/tt10224912/?ref_=adv_li_tt,2019,tt10224912,594394,0
Presque heureuse,https://www.imdb.com/title/tt4675898/?ref_=adv_li_tt,2019,tt4675898,-,-
Trouble,https://www.imdb.com/title/tt10449452/?ref_=adv_li_tt,IV 2019,tt10449452,-,-
Instinct Animal,https://www.imdb.com/title/tt8558360/?ref_=adv_li_tt,2019,tt8558360,-,-
Kev Adams,https://www.imdb.com/title/tt14100828/?ref_=adv_li_tt,2019,tt14100828,-,-
La belle Hélène,https://www.imdb.com/title/tt11525812/?ref_=adv_li_tt,2019,tt11525812,-,-
La Maquisarde,https://www.imdb.com/title/tt11064502/?ref_=adv_li_tt,2019,tt11064502,673226,0
Dans la matinée,https://www.imdb.com/title/tt10055876/?ref_=adv_li_tt,2019,tt10055876,645216,0
Las Cenas de l'Immortèla,https://www.imdb.com/title/tt10578332/?ref_=adv_li_tt,2019,tt10578332,-,-
Curious Straight,https://www.imdb.com/title/tt10334034/?ref_=adv_li_tt,2019,tt10334034,766045,0
That Is Why in Paris,https://www.imdb.com/title/tt10102818/?ref_=adv_li_tt,2019,tt10102818,-,-
Mextoys,https://www.imdb.com/title/tt10415092/?ref_=adv_li_tt,2019,tt10415092,604591,0
Les malheurs d'Élodie,https://www.imdb.com/title/tt9393780/?ref_=adv_li_tt,2019,tt9393780,713264,0
Le Chant de la couleuvre,https://www.imdb.com/title/tt10429476/?ref_=adv_li_tt,2019,tt10429476,603146,0
Capital retour,https://www.imdb.com/title/tt10314990/?ref_=adv_li_tt,2019,tt10314990,593119,0
Song of Songs,https://www.imdb.com/title/tt12851390/?ref_=adv_li_tt,2019,tt12851390,-,-
Laissons les morts engloutir les morts,https://www.imdb.com/title/tt10920574/?ref_=adv_li_tt,2019,tt10920574,-,-
Soundless Dance,https://www.imdb.com/title/tt7967750/?ref_=adv_li_tt,2019,tt7967750,713242,0
Le Choix d'Ali,https://www.imdb.com/title/tt10524624/?ref_=adv_li_tt,2019,tt10524624,645214,0
Memoria,https://www.imdb.com/title/tt10063192/?ref_=adv_li_tt,III 2019,tt10063192,-,-
Encre de Chine,https://www.imdb.com/title/tt10995492/?ref_=adv_li_tt,2019,tt10995492,-,-
"Les Frenchmen, les premiers super-héros français",https://www.imdb.com/title/tt10472960/?ref_=adv_li_tt,2019,tt10472960,603156,0
La berceuse d'Elphie,https://www.imdb.com/title/tt10257148/?ref_=adv_li_tt,2019,tt10257148,648568,0
L'adieu à Moustafa,https://www.imdb.com/title/tt11193764/?ref_=adv_li_tt,2019,tt11193764,719951,0
Save Our Souls,https://www.imdb.com/title/tt12864780/?ref_=adv_li_tt,2019,tt12864780,-,-
Petit dîner entre amis,https://www.imdb.com/title/tt10912926/?ref_=adv_li_tt,2019,tt10912926,-,-
Labour Power Plant,https://www.imdb.com/title/tt9773244/?ref_=adv_li_tt,2019,tt9773244,578734,0
L'inconnu de Collegno,https://www.imdb.com/title/tt12988098/?ref_=adv_li_tt,2019,tt12988098,-,-
Falaises,https://www.imdb.com/title/tt10275980/?ref_=adv_li_tt,2019,tt10275980,713245,0
"Tickets, please!",https://www.imdb.com/title/tt17045066/?ref_=adv_li_tt,2019,tt17045066,-,-
Glisse en coeur,https://www.imdb.com/title/tt12981860/?ref_=adv_li_tt,2019,tt12981860,-,-
Monopoly,https://www.imdb.com/title/tt12299536/?ref_=adv_li_tt,2019,tt12299536,-,-
Les Lions de Cannes 2019: Les meilleures publicités au monde,https://www.imdb.com/title/tt11538110/?ref_=adv_li_tt,2019,tt11538110,-,-
The Occult Sources,https://www.imdb.com/title/tt16997990/?ref_=adv_li_tt,2019,tt16997990,-,-
The Dreamcatcher,https://www.imdb.com/title/tt15265302/?ref_=adv_li_tt,III 2019,tt15265302,-,-
Les Passions bleues,https://www.imdb.com/title/tt10560784/?ref_=adv_li_tt,2019,tt10560784,615084,0
Véolia: Pyramide Inversée,https://www.imdb.com/title/tt11845110/?ref_=adv_li_tt,2019,tt11845110,-,-
Le Fantastique Voyage de Zebrinou,https://www.imdb.com/title/tt11868788/?ref_=adv_li_tt,2019,tt11868788,-,-
Une question de conscience,https://www.imdb.com/title/tt9725118/?ref_=adv_li_tt,2019,tt9725118,-,-
Bleu Pâlebourg,https://www.imdb.com/title/tt10981458/?ref_=adv_li_tt,2019,tt10981458,631981,0
À l'année prochaine - Até para o ano,https://www.imdb.com/title/tt11269844/?ref_=adv_li_tt,2019,tt11269844,-,-
Les Acteurs De Bonne Foi,https://www.imdb.com/title/tt11316370/?ref_=adv_li_tt,2019,tt11316370,-,-
The Child of Calais,https://www.imdb.com/title/tt10439924/?ref_=adv_li_tt,2019,tt10439924,-,-
Ne rien faire (ou comment dire non),https://www.imdb.com/title/tt13891084/?ref_=adv_li_tt,2019,tt13891084,-,-
La Femme qui pleure dans les Nuages,https://www.imdb.com/title/tt12506972/?ref_=adv_li_tt,2019,tt12506972,-,-
Ary Abittan: My Story,https://www.imdb.com/title/tt13261604/?ref_=adv_li_tt,2019,tt13261604,655912,0
Le choix de Marjorie (Marjorie's choice),https://www.imdb.com/title/tt13106106/?ref_=adv_li_tt,2019,tt13106106,-,-
Quelques haïkus et autres poèmes brefs ou lents,https://www.imdb.com/title/tt13889264/?ref_=adv_li_tt,2019,tt13889264,-,-
Microgravity,https://www.imdb.com/title/tt12838834/?ref_=adv_li_tt,2019,tt12838834,-,-
Le roi d'ici,https://www.imdb.com/title/tt9564748/?ref_=adv_li_tt,2019,tt9564748,637597,0
CPE - C'est Pas Évident,https://www.imdb.com/title/tt13136662/?ref_=adv_li_tt,2019,tt13136662,-,-
Citizen Europe,https://www.imdb.com/title/tt12036042/?ref_=adv_li_tt,2019,tt12036042,710488,0
La peau sur les maux,https://www.imdb.com/title/tt6138634/?ref_=adv_li_tt,2019,tt6138634,578502,0
Nimes vs Nantes,https://www.imdb.com/title/tt13550670/?ref_=adv_li_tt,2019,tt13550670,-,-
Giselle,https://www.imdb.com/title/tt13631330/?ref_=adv_li_tt,2019,tt13631330,-,-
Nimes vs St Etienne,https://www.imdb.com/title/tt13550654/?ref_=adv_li_tt,2019,tt13550654,-,-
Les Fourberies Du Sapin (Stageplay),https://www.imdb.com/title/tt11394122/?ref_=adv_li_tt,2019,tt11394122,-,-
Nimes vs Lyon,https://www.imdb.com/title/tt13550674/?ref_=adv_li_tt,2019,tt13550674,-,-
La Vie au Temps des Mousquetaires,https://www.imdb.com/title/tt12834102/?ref_=adv_li_tt,2019,tt12834102,677069,0
Strasbourg vs Nimes,https://www.imdb.com/title/tt13550662/?ref_=adv_li_tt,2019,tt13550662,-,-
"Tous en scène, L'aventure de la jeune symphonie de l'Aisne",https://www.imdb.com/title/tt14735548/?ref_=adv_li_tt,2019,tt14735548,-,-
La mer du milieu,https://www.imdb.com/title/tt11761116/?ref_=adv_li_tt,2019,tt11761116,621784,0
Le Médecin des Pauvres,https://www.imdb.com/title/tt12974266/?ref_=adv_li_tt,2019,tt12974266,-,-
Le Souvenir des Années,https://www.imdb.com/title/tt11455192/?ref_=adv_li_tt,2019,tt11455192,645250,0
Mignonnes,https://www.imdb.com/title/tt9196192/?ref_=adv_li_tt,2020,tt9196192,582885,0
Aline,https://www.imdb.com/title/tt9735462/?ref_=adv_li_tt,2020,tt9735462,498402,0
Été 85,https://www.imdb.com/title/tt10457128/?ref_=adv_li_tt,2020,tt10457128,659959,6900000
BAC Nord,https://www.imdb.com/title/tt10404944/?ref_=adv_li_tt,2020,tt10404944,637534,14479740
Resistance,https://www.imdb.com/title/tt6914122/?ref_=adv_li_tt,2020,tt6914122,491926,0
Méandre,https://www.imdb.com/title/tt5752192/?ref_=adv_li_tt,2020,tt5752192,523936,0
Slalom,https://www.imdb.com/title/tt9697780/?ref_=adv_li_tt,2020,tt9697780,585744,860000
Bronx,https://www.imdb.com/title/tt10127684/?ref_=adv_li_tt,2020,tt10127684,671039,0
L'Homme qui a vendu sa peau,https://www.imdb.com/title/tt10360862/?ref_=adv_li_tt,2020,tt10360862,669363,0
A Perfect Enemy,https://www.imdb.com/title/tt9421200/?ref_=adv_li_tt,2020,tt9421200,655917,0
Comment je suis devenu super-héros,https://www.imdb.com/title/tt10345590/?ref_=adv_li_tt,2020,tt10345590,641501,18000000
Le dernier voyage de Paul W.R,https://www.imdb.com/title/tt6435934/?ref_=adv_li_tt,2020,tt6435934,754765,0
Gagarine,https://www.imdb.com/title/tt12444424/?ref_=adv_li_tt,2020,tt12444424,712178,0
Un triomphe,https://www.imdb.com/title/tt12444440/?ref_=adv_li_tt,2020,tt12444440,712152,0
Adieu les cons,https://www.imdb.com/title/tt10196398/?ref_=adv_li_tt,2020,tt10196398,651881,9700000
Erotic,https://www.imdb.com/title/tt11416882/?ref_=adv_li_tt,2020,tt11416882,-,-
Médecin de nuit,https://www.imdb.com/title/tt11967116/?ref_=adv_li_tt,2020,tt11967116,712124,0
Sous le ciel d'Alice,https://www.imdb.com/title/tt11952238/?ref_=adv_li_tt,2020,tt11952238,712345,0
Police,https://www.imdb.com/title/tt9850344/?ref_=adv_li_tt,2020,tt9850344,660330,0
Passion simple,https://www.imdb.com/title/tt10023172/?ref_=adv_li_tt,2020,tt10023172,526811,0
Mandibules,https://www.imdb.com/title/tt10375106/?ref_=adv_li_tt,2020,tt10375106,638965,4900000
La nuée,https://www.imdb.com/title/tt10675724/?ref_=adv_li_tt,2020,tt10675724,661930,0
Balle Perdue,https://www.imdb.com/title/tt10456740/?ref_=adv_li_tt,2020,tt10456740,706503,0
Kandisha,https://www.imdb.com/title/tt11058930/?ref_=adv_li_tt,2020,tt11058930,-,-
Cigare au miel,https://www.imdb.com/title/tt11892046/?ref_=adv_li_tt,2020,tt11892046,661932,0
Le goût du vin,https://www.imdb.com/title/tt9261218/?ref_=adv_li_tt,2020,tt9261218,660609,0
Le discours,https://www.imdb.com/title/tt12105554/?ref_=adv_li_tt,2020,tt12105554,712150,0
"Les choses qu'on dit, les choses qu'on fait",https://www.imdb.com/title/tt12443930/?ref_=adv_li_tt,2020,tt12443930,661935,0
Les 2 Alfred,https://www.imdb.com/title/tt12078024/?ref_=adv_li_tt,2020,tt12078024,665387,0
"Une nuit, à travers champs",https://www.imdb.com/title/tt11970970/?ref_=adv_li_tt,2020,tt11970970,465820,155790
La daronne,https://www.imdb.com/title/tt9288726/?ref_=adv_li_tt,2020,tt9288726,575463,5080800
Teddy,https://www.imdb.com/title/tt10469804/?ref_=adv_li_tt,2020,tt10469804,712123,0
De Gaulle,https://www.imdb.com/title/tt10880402/?ref_=adv_li_tt,2020,tt10880402,661804,0
L'origine du monde,https://www.imdb.com/title/tt10551904/?ref_=adv_li_tt,2020,tt10551904,615684,0
Amants,https://www.imdb.com/title/tt9800670/?ref_=adv_li_tt,2020,tt9800670,594691,0
Antoinette dans les Cévennes,https://www.imdb.com/title/tt11013434/?ref_=adv_li_tt,2020,tt11013434,669664,0
La nuit des rois,https://www.imdb.com/title/tt8132778/?ref_=adv_li_tt,2020,tt8132778,660958,0
5ème set,https://www.imdb.com/title/tt11032810/?ref_=adv_li_tt,2020,tt11032810,742391,0
Une Sirène à Paris,https://www.imdb.com/title/tt9209312/?ref_=adv_li_tt,2020,tt9209312,600479,0
La bonne épouse,https://www.imdb.com/title/tt10441958/?ref_=adv_li_tt,2020,tt10441958,575291,0
À l'abordage,https://www.imdb.com/title/tt11068166/?ref_=adv_li_tt,2020,tt11068166,665753,0
Seize printemps,https://www.imdb.com/title/tt12444426/?ref_=adv_li_tt,2020,tt12444426,712134,0
Josep,https://www.imdb.com/title/tt10534996/?ref_=adv_li_tt,2020,tt10534996,680952,0
ADN,https://www.imdb.com/title/tt7600716/?ref_=adv_li_tt,2020,tt7600716,664177,0
Tout nous sourit,https://www.imdb.com/title/tt10143308/?ref_=adv_li_tt,2020,tt10143308,676623,0
Jumbo,https://www.imdb.com/title/tt6818118/?ref_=adv_li_tt,2020,tt6818118,510631,0
La terre et le sang,https://www.imdb.com/title/tt10092752/?ref_=adv_li_tt,2020,tt10092752,659067,0
Le mariage de Rosa,https://www.imdb.com/title/tt10077544/?ref_=adv_li_tt,2020,tt10077544,679888,0
Rouge,https://www.imdb.com/title/tt12444642/?ref_=adv_li_tt,2020,tt12444642,712120,0
Zaï Zaï Zaï Zaï,https://www.imdb.com/title/tt11557872/?ref_=adv_li_tt,2020,tt11557872,-,-
Le prince oublié,https://www.imdb.com/title/tt8335482/?ref_=adv_li_tt,2020,tt8335482,520725,0
Sous les étoiles de Paris,https://www.imdb.com/title/tt11188734/?ref_=adv_li_tt,2020,tt11188734,575293,0
Tout simplement noir,https://www.imdb.com/title/tt10426916/?ref_=adv_li_tt,2020,tt10426916,679989,0
The Only One,https://www.imdb.com/title/tt8689270/?ref_=adv_li_tt,2020,tt8689270,749968,0
Divorce Club,https://www.imdb.com/title/tt9303772/?ref_=adv_li_tt,2020,tt9303772,665488,9466480
Le bonheur des uns...,https://www.imdb.com/title/tt10334410/?ref_=adv_li_tt,2020,tt10334410,-,-
Malmkrog,https://www.imdb.com/title/tt10213380/?ref_=adv_li_tt,2020,tt10213380,575448,0
Garçon chiffon,https://www.imdb.com/title/tt11093134/?ref_=adv_li_tt,2020,tt11093134,661229,0
A Good Man,https://www.imdb.com/title/tt12443756/?ref_=adv_li_tt,2020,tt12443756,712113,0
C'est la vie,https://www.imdb.com/title/tt9162090/?ref_=adv_li_tt,2020,tt9162090,554375,0
10 jours sans maman,https://www.imdb.com/title/tt10251538/?ref_=adv_li_tt,2020,tt10251538,605735,0
Belle fille,https://www.imdb.com/title/tt10965792/?ref_=adv_li_tt,2020,tt10965792,647745,4327440
Le sens de la famille,https://www.imdb.com/title/tt10366428/?ref_=adv_li_tt,2020,tt10366428,606236,0
La fine fleur,https://www.imdb.com/title/tt11190652/?ref_=adv_li_tt,2020,tt11190652,716920,0
Des hommes,https://www.imdb.com/title/tt10307922/?ref_=adv_li_tt,2020,tt10307922,660004,0
"Calamity, une enfance de Martha Jane Cannary",https://www.imdb.com/title/tt9719864/?ref_=adv_li_tt,2020,tt9719864,587311,0
Effacer l'historique,https://www.imdb.com/title/tt10627352/?ref_=adv_li_tt,2020,tt10627352,659699,0
Le lion,https://www.imdb.com/title/tt9908390/?ref_=adv_li_tt,2020,tt9908390,589970,0
Les apparences,https://www.imdb.com/title/tt9675786/?ref_=adv_li_tt,2020,tt9675786,659983,0
Sœurs,https://www.imdb.com/title/tt8832052/?ref_=adv_li_tt,2020,tt8832052,582884,0
Miss,https://www.imdb.com/title/tt10123698/?ref_=adv_li_tt,2020,tt10123698,611751,0
Terrible Jungle,https://www.imdb.com/title/tt10366254/?ref_=adv_li_tt,2020,tt10366254,720272,0
Profession du père,https://www.imdb.com/title/tt10590506/?ref_=adv_li_tt,2020,tt10590506,749087,0
Si le vent tombe,https://www.imdb.com/title/tt11681310/?ref_=adv_li_tt,2020,tt11681310,592777,0
"Yakari, le film",https://www.imdb.com/title/tt11125636/?ref_=adv_li_tt,2020,tt11125636,670497,0
30 jours max,https://www.imdb.com/title/tt11206302/?ref_=adv_li_tt,2020,tt11206302,613377,13000000
Forte,https://www.imdb.com/title/tt9372172/?ref_=adv_li_tt,2020,tt9372172,613368,0
Petit vampire,https://www.imdb.com/title/tt7534136/?ref_=adv_li_tt,2020,tt7534136,589972,0
Petit pays,https://www.imdb.com/title/tt9665968/?ref_=adv_li_tt,2020,tt9665968,611808,0
L'ennemi,https://www.imdb.com/title/tt8493970/?ref_=adv_li_tt,2020,tt8493970,-,-
Filles de joie,https://www.imdb.com/title/tt11018402/?ref_=adv_li_tt,2020,tt11018402,584355,0
Chacun chez soi,https://www.imdb.com/title/tt11013468/?ref_=adv_li_tt,2020,tt11013468,613583,8116935
Le sel des larmes,https://www.imdb.com/title/tt10132976/?ref_=adv_li_tt,2020,tt10132976,574094,0
7 minutes,https://www.imdb.com/title/tt11897082/?ref_=adv_li_tt,2020,tt11897082,680481,0
The Male Gaze: Strikers & Defenders,https://www.imdb.com/title/tt12784260/?ref_=adv_li_tt,2020,tt12784260,728102,100000
L'aventure des Marguerite,https://www.imdb.com/title/tt10369344/?ref_=adv_li_tt,2020,tt10369344,671041,0
L'étreinte,https://www.imdb.com/title/tt10868508/?ref_=adv_li_tt,2020,tt10868508,660949,0
Mon cousin,https://www.imdb.com/title/tt10023150/?ref_=adv_li_tt,2020,tt10023150,601297,10854516
De l'or pour les chiens,https://www.imdb.com/title/tt11826862/?ref_=adv_li_tt,2020,tt11826862,508479,0
The Male Gaze: The Boy Is Mine,https://www.imdb.com/title/tt13618016/?ref_=adv_li_tt,2020,tt13618016,775080,0
Brutus vs César,https://www.imdb.com/title/tt10557524/?ref_=adv_li_tt,2020,tt10557524,613370,5000000
Vaurien,https://www.imdb.com/title/tt12444430/?ref_=adv_li_tt,2020,tt12444430,712137,0
De nos frères blessés,https://www.imdb.com/title/tt9731172/?ref_=adv_li_tt,2020,tt9731172,-,-
Voir le jour,https://www.imdb.com/title/tt11154574/?ref_=adv_li_tt,2020,tt11154574,653775,0
Ibrahim,https://www.imdb.com/title/tt12444636/?ref_=adv_li_tt,2020,tt12444636,712158,0
Poly,https://www.imdb.com/title/tt11060092/?ref_=adv_li_tt,2020,tt11060092,659943,0
Éléonore,https://www.imdb.com/title/tt8881530/?ref_=adv_li_tt,2020,tt8881530,547523,0
Sol,https://www.imdb.com/title/tt11281142/?ref_=adv_li_tt,2020,tt11281142,613339,0
Villa Caprice,https://www.imdb.com/title/tt10019108/?ref_=adv_li_tt,2020,tt10019108,745589,0
The Bastard King,https://www.imdb.com/title/tt12275248/?ref_=adv_li_tt,2020,tt12275248,-,-
Des feux dans la nuit,https://www.imdb.com/title/tt11058214/?ref_=adv_li_tt,2020,tt11058214,735333,0
Messe basse,https://www.imdb.com/title/tt11422136/?ref_=adv_li_tt,2020,tt11422136,783572,0
Parents d'élèves,https://www.imdb.com/title/tt10638582/?ref_=adv_li_tt,2020,tt10638582,738231,0
L'autre,https://www.imdb.com/title/tt10098442/?ref_=adv_li_tt,2020,tt10098442,629994,0
L'enfant rêvé,https://www.imdb.com/title/tt11229766/?ref_=adv_li_tt,2020,tt11229766,741110,0
Louloute,https://www.imdb.com/title/tt13303648/?ref_=adv_li_tt,2020,tt13303648,745980,0
T'as pécho?,https://www.imdb.com/title/tt12633744/?ref_=adv_li_tt,2020,tt12633744,711321,0
Felicità,https://www.imdb.com/title/tt9894450/?ref_=adv_li_tt,2020,tt9894450,667071,0
Ducobu 3,https://www.imdb.com/title/tt10658928/?ref_=adv_li_tt,2020,tt10658928,605733,0
Nora,https://www.imdb.com/title/tt11123392/?ref_=adv_li_tt,2020,tt11123392,744993,0
La troisième guerre,https://www.imdb.com/title/tt12792532/?ref_=adv_li_tt,2020,tt12792532,728132,0
La pièce rapportée,https://www.imdb.com/title/tt11006570/?ref_=adv_li_tt,2020,tt11006570,660955,0
La terre des hommes,https://www.imdb.com/title/tt12440750/?ref_=adv_li_tt,2020,tt12440750,714017,0
Los Europeos,https://www.imdb.com/title/tt6681678/?ref_=adv_li_tt,2020,tt6681678,737411,0
Tendre et saignant,https://www.imdb.com/title/tt13353386/?ref_=adv_li_tt,2020,tt13353386,-,-
Papi-Sitter,https://www.imdb.com/title/tt10746876/?ref_=adv_li_tt,2020,tt10746876,613367,0
Grand ciel,https://www.imdb.com/title/tt10715108/?ref_=adv_li_tt,2020,tt10715108,-,-
Radio nuit Paris,https://www.imdb.com/title/tt7780996/?ref_=adv_li_tt,2020,tt7780996,-,-
Adorables,https://www.imdb.com/title/tt7438706/?ref_=adv_li_tt,2020,tt7438706,701437,0
Lucky,https://www.imdb.com/title/tt10966156/?ref_=adv_li_tt,2020,tt10966156,658156,0
Blackout,https://www.imdb.com/title/tt13632748/?ref_=adv_li_tt,VI 2020,tt13632748,-,-
Trop d'amour,https://www.imdb.com/title/tt13150550/?ref_=adv_li_tt,2020,tt13150550,747790,0
Mica,https://www.imdb.com/title/tt10676134/?ref_=adv_li_tt,2020,tt10676134,655168,0
Des vacances à tout prix,https://www.imdb.com/title/tt12976342/?ref_=adv_li_tt,2020,tt12976342,-,-
Anatomy of an Antihero: Redemption,https://www.imdb.com/title/tt11736000/?ref_=adv_li_tt,2020,tt11736000,737473,0
Les cobayes,https://www.imdb.com/title/tt11179020/?ref_=adv_li_tt,2020,tt11179020,737413,0
Les Blagues de Toto,https://www.imdb.com/title/tt10233406/?ref_=adv_li_tt,2020,tt10233406,671047,6438600
Les graines que l'on sème,https://www.imdb.com/title/tt12545578/?ref_=adv_li_tt,2020,tt12545578,718094,0
New Queer Visions: Right Beside You,https://www.imdb.com/title/tt12961792/?ref_=adv_li_tt,2020,tt12961792,735528,0
L'été nucléaire,https://www.imdb.com/title/tt13259672/?ref_=adv_li_tt,2020,tt13259672,717670,0
Boutchou,https://www.imdb.com/title/tt9861288/?ref_=adv_li_tt,2020,tt9861288,734438,0
Les Mystères De L'amour,https://www.imdb.com/title/tt11949822/?ref_=adv_li_tt,2020,tt11949822,-,-
Connectés,https://www.imdb.com/title/tt12734582/?ref_=adv_li_tt,2020,tt12734582,753756,0
Un monde ailleurs,https://www.imdb.com/title/tt4043530/?ref_=adv_li_tt,2020,tt4043530,741405,0
Troubles,https://www.imdb.com/title/tt11231150/?ref_=adv_li_tt,2020,tt11231150,710596,0
Music Hole,https://www.imdb.com/title/tt9629114/?ref_=adv_li_tt,2020,tt9629114,740076,0
À la folie,https://www.imdb.com/title/tt13286974/?ref_=adv_li_tt,2020,tt13286974,723121,0
Hors du monde,https://www.imdb.com/title/tt12128038/?ref_=adv_li_tt,2020,tt12128038,-,-
Blondie Maxwell ne perd jamais,https://www.imdb.com/title/tt8464600/?ref_=adv_li_tt,2020,tt8464600,728406,0
Mine de rien,https://www.imdb.com/title/tt9568486/?ref_=adv_li_tt,2020,tt9568486,613362,0
Si demain,https://www.imdb.com/title/tt12313444/?ref_=adv_li_tt,2020,tt12313444,783568,0
Chien Pourri à Paris,https://www.imdb.com/title/tt11225360/?ref_=adv_li_tt,2020,tt11225360,700066,0
Sous le béton,https://www.imdb.com/title/tt8991318/?ref_=adv_li_tt,2020,tt8991318,745982,0
Lazare,https://www.imdb.com/title/tt9720690/?ref_=adv_li_tt,2020,tt9720690,591021,0
J'irai mourir dans les Carpates,https://www.imdb.com/title/tt11508096/?ref_=adv_li_tt,2020,tt11508096,719747,300000
Walden,https://www.imdb.com/title/tt5024672/?ref_=adv_li_tt,2020,tt5024672,718091,0
Un soupçon d'amour,https://www.imdb.com/title/tt12656656/?ref_=adv_li_tt,2020,tt12656656,720769,0
Anna Rosenberg,https://www.imdb.com/title/tt11781382/?ref_=adv_li_tt,2020,tt11781382,750107,0
Dragon and Weed: Origins Season 1 Vol.1,https://www.imdb.com/title/tt5468206/?ref_=adv_li_tt,2020,tt5468206,-,-
"La Francisca, une jeunesse chilienne",https://www.imdb.com/title/tt8629728/?ref_=adv_li_tt,2020,tt8629728,-,-
Phénix,https://www.imdb.com/title/tt7965254/?ref_=adv_li_tt,2020,tt7965254,697417,0
Tous flics!,https://www.imdb.com/title/tt10372626/?ref_=adv_li_tt,2020,tt10372626,-,-
419,https://www.imdb.com/title/tt3259348/?ref_=adv_li_tt,2020,tt3259348,-,-
Une barque sur l'océan,https://www.imdb.com/title/tt9659926/?ref_=adv_li_tt,2020,tt9659926,678454,0
An Horror Anthology,https://www.imdb.com/title/tt12908634/?ref_=adv_li_tt,2020,tt12908634,-,-
L'oiseau de paradis,https://www.imdb.com/title/tt10081788/?ref_=adv_li_tt,2020,tt10081788,689619,0
Liminal,https://www.imdb.com/title/tt14095498/?ref_=adv_li_tt,IV 2020,tt14095498,728334,0
Un Musée Dort,https://www.imdb.com/title/tt14211238/?ref_=adv_li_tt,2020,tt14211238,782263,0
Offenders,https://www.imdb.com/title/tt7563832/?ref_=adv_li_tt,2020,tt7563832,-,-
Pourquoi Je Vis,https://www.imdb.com/title/tt13049308/?ref_=adv_li_tt,2020,tt13049308,727862,0
Les Mélancolies de Sade,https://www.imdb.com/title/tt11687418/?ref_=adv_li_tt,2020,tt11687418,656577,0
French Blood: Mr. Pig,https://www.imdb.com/title/tt13612648/?ref_=adv_li_tt,2020,tt13612648,688146,0
Zonama,https://www.imdb.com/title/tt13314762/?ref_=adv_li_tt,2020,tt13314762,-,-
Nosferatu.com,https://www.imdb.com/title/tt11726342/?ref_=adv_li_tt,2020,tt11726342,-,-
Fantasme,https://www.imdb.com/title/tt13740912/?ref_=adv_li_tt,2020,tt13740912,780836,0
Le Soleil Reviendra,https://www.imdb.com/title/tt11261700/?ref_=adv_li_tt,2020,tt11261700,741394,0
RE-BECCA,https://www.imdb.com/title/tt7690718/?ref_=adv_li_tt,2020,tt7690718,-,-
Merci pour les cles,https://www.imdb.com/title/tt8473800/?ref_=adv_li_tt,2020,tt8473800,-,-
Arbite Macht Frei,https://www.imdb.com/title/tt5606902/?ref_=adv_li_tt,2020,tt5606902,-,-
Basta Capital,https://www.imdb.com/title/tt8063132/?ref_=adv_li_tt,2020,tt8063132,641704,0
Nana et les filles du bord de mer,https://www.imdb.com/title/tt12828136/?ref_=adv_li_tt,2020,tt12828136,722810,0
The Odyssey of a Treasure: Priam's Gold,https://www.imdb.com/title/tt12245868/?ref_=adv_li_tt,2020,tt12245868,-,-
Goodbye Mister Wong,https://www.imdb.com/title/tt14219692/?ref_=adv_li_tt,2020,tt14219692,-,-
Par Un Regard - Chapitre 3,https://www.imdb.com/title/tt14190476/?ref_=adv_li_tt,2020,tt14190476,-,-
After the Crossing,https://www.imdb.com/title/tt11803676/?ref_=adv_li_tt,2020,tt11803676,-,-
La rupture,https://www.imdb.com/title/tt12347774/?ref_=adv_li_tt,2020,tt12347774,761477,0
Impionçable,https://www.imdb.com/title/tt13059804/?ref_=adv_li_tt,2020,tt13059804,748094,500
La Femme aux Chaussures Leopard,https://www.imdb.com/title/tt13314518/?ref_=adv_li_tt,2020,tt13314518,758906,0
Le Magasin de solitude,https://www.imdb.com/title/tt10607172/?ref_=adv_li_tt,2020,tt10607172,828666,0
A coeur battant,https://www.imdb.com/title/tt8156898/?ref_=adv_li_tt,2020,tt8156898,-,-
Rendez-vous avec/with Alain Delon,https://www.imdb.com/title/tt13465594/?ref_=adv_li_tt,2020,tt13465594,-,-
Elle nous regarde,https://www.imdb.com/title/tt13393762/?ref_=adv_li_tt,2020,tt13393762,-,-
L'affaire Marvin,https://www.imdb.com/title/tt8254452/?ref_=adv_li_tt,2020,tt8254452,656554,0
